MapSplice_Breakpoint	Annotation
4421-14150	rare_frequency_deletion
8574-14529	rare_frequency_deletion
8926-14643	rare_frequency_deletion
5354-15583	rare_frequency_deletion
5462-13855	rare_frequency_deletion
440-14626	rare_frequency_deletion
9505-13893	rare_frequency_deletion
4691-14390	rare_frequency_deletion
10613-14807	rare_frequency_deletion
3603-6552	rare_frequency_deletion
9521-14240	rare_frequency_deletion
8624-14395	rare_frequency_deletion
6602-15410	rare_frequency_deletion
6820-14929	rare_frequency_deletion
5134-15491	rare_frequency_deletion
1764-14004	rare_frequency_deletion
983-14558	rare_frequency_deletion
1698-15548	rare_frequency_deletion
5481-7949	rare_frequency_deletion
665-12465	rare_frequency_deletion
6522-13846	rare_frequency_deletion
10923-14482	rare_frequency_deletion
9596-15335	rare_frequency_deletion
2328-14807	rare_frequency_deletion
8791-13449	rare_frequency_deletion
8817-15548	rare_frequency_deletion
9030-10752	rare_frequency_deletion
4770-12042	rare_frequency_deletion
7816-13449	rare_frequency_deletion
9086-14807	rare_frequency_deletion
5167-15286	rare_frequency_deletion
3753-15191	rare_frequency_deletion
3513-15491	rare_frequency_deletion
5167-11820	rare_frequency_deletion
4167-13449	rare_frequency_deletion
4083-14740	rare_frequency_deletion
7686-11200	rare_frequency_deletion
5186-12035	rare_frequency_deletion
3603-12745	rare_frequency_deletion
4181-13449	rare_frequency_deletion
8821-13792	rare_frequency_deletion
7786-14990	rare_frequency_deletion
4167-15421	rare_frequency_deletion
4238-13449	rare_frequency_deletion
263-13750	rare_frequency_deletion
3819-13640	rare_frequency_deletion
5368-11146	rare_frequency_deletion
14149-14529	rare_frequency_deletion
5391-13659	rare_frequency_deletion
4220-8407	rare_frequency_deletion
5177-10904	rare_frequency_deletion
6219-12433	rare_frequency_deletion
5002-13384	rare_frequency_deletion
14104-14314	rare_frequency_deletion
271-15410	rare_frequency_deletion
1764-14695	rare_frequency_deletion
6602-14413	rare_frequency_deletion
5336-15335	rare_frequency_deletion
1092-15517	rare_frequency_deletion
1105-8625	rare_frequency_deletion
4106-14771	rare_frequency_deletion
4686-13436	rare_frequency_deletion
6820-15491	rare_frequency_deletion
7801-12080	rare_frequency_deletion
13854-14215	rare_frequency_deletion
4106-8776	rare_frequency_deletion
13854-13999	rare_frequency_deletion
10136-14649	rare_frequency_deletion
480-10889	rare_frequency_deletion
537-14529	rare_frequency_deletion
1241-4023	rare_frequency_deletion
4053-12589	rare_frequency_deletion
183-16128	rare_frequency_deletion
127-16129	rare_frequency_deletion
225-16146	rare_frequency_deletion
180-16125	rare_frequency_deletion
144-16143	rare_frequency_deletion
144-16151	rare_frequency_deletion
131-16108	rare_frequency_deletion
166-16112	rare_frequency_deletion
150-16148	rare_frequency_deletion
150-16160	rare_frequency_deletion
193-16115	rare_frequency_deletion
309-16107	rare_frequency_deletion
140-16148	rare_frequency_deletion
6556-16151	rare_frequency_deletion
290-16168	rare_frequency_deletion
1698-16151	rare_frequency_deletion
2761-16160	rare_frequency_deletion
9189-16151	rare_frequency_deletion
440-16172	rare_frequency_deletion
1241-16151	rare_frequency_deletion
1208-16151	rare_frequency_deletion
465-16151	rare_frequency_deletion
7863-15617	rare_frequency_deletion
191-16055	rare_frequency_deletion
1467-16078	rare_frequency_deletion
632-14951	rare_frequency_deletion
2549-16072	rare_frequency_deletion
311-16077	rare_frequency_deletion
140-16070	rare_frequency_deletion
2351-16072	rare_frequency_deletion
1771-16073	rare_frequency_deletion
144-8792	rare_frequency_deletion
172-16069	rare_frequency_deletion
1824-15696	rare_frequency_deletion
502-14817	rare_frequency_deletion
1166-13802	rare_frequency_deletion
150-16053	rare_frequency_deletion
231-16068	rare_frequency_deletion
3363-16072	rare_frequency_deletion
462-16074	rare_frequency_deletion
145-16047	rare_frequency_deletion
308-15976	rare_frequency_deletion
3478-14918	rare_frequency_deletion
463-15545	rare_frequency_deletion
7119-15522	rare_frequency_deletion
185-16066	rare_frequency_deletion
191-16047	rare_frequency_deletion
2333-16075	rare_frequency_deletion
2819-16071	rare_frequency_deletion
1268-15206	rare_frequency_deletion
2334-16072	rare_frequency_deletion
271-15335	rare_frequency_deletion
3322-16072	rare_frequency_deletion
3333-15543	rare_frequency_deletion
1733-15791	rare_frequency_deletion
3270-16067	rare_frequency_deletion
493-14242	rare_frequency_deletion
403-15850	rare_frequency_deletion
3272-16066	rare_frequency_deletion
492-14243	rare_frequency_deletion
2332-16073	rare_frequency_deletion
497-14698	rare_frequency_deletion
186-16058	rare_frequency_deletion
3254-16073	rare_frequency_deletion
247-16072	rare_frequency_deletion
1771-16072	rare_frequency_deletion
2579-16071	rare_frequency_deletion
7669-16072	rare_frequency_deletion
186-16053	rare_frequency_deletion
193-16053	rare_frequency_deletion
144-15939	rare_frequency_deletion
642-14820	rare_frequency_deletion
187-16035	rare_frequency_deletion
145-16074	rare_frequency_deletion
308-16068	rare_frequency_deletion
145-16034	rare_frequency_deletion
4856-13960	rare_frequency_deletion
539-14635	rare_frequency_deletion
1906-16075	rare_frequency_deletion
552-13864	rare_frequency_deletion
3662-15595	rare_frequency_deletion
196-16072	rare_frequency_deletion
3255-15611	rare_frequency_deletion
2435-14081	rare_frequency_deletion
458-13436	rare_frequency_deletion
186-15990	rare_frequency_deletion
3328-16080	rare_frequency_deletion
1139-14920	rare_frequency_deletion
170-16053	rare_frequency_deletion
3260-16075	rare_frequency_deletion
170-16001	rare_frequency_deletion
5444-8472	rare_frequency_deletion
6125-15572	rare_frequency_deletion
3255-15974	rare_frequency_deletion
266-16072	rare_frequency_deletion
558-14005	rare_frequency_deletion
2329-13756	rare_frequency_deletion
3306-15829	rare_frequency_deletion
3459-14390	rare_frequency_deletion
788-12955	rare_frequency_deletion
3750-15527	rare_frequency_deletion
8002-15740	rare_frequency_deletion
3313-14362	rare_frequency_deletion
3957-13762	rare_frequency_deletion
107-16036	rare_frequency_deletion
108-16038	rare_frequency_deletion
507-12396	rare_frequency_deletion
146-16049	rare_frequency_deletion
3962-16074	rare_frequency_deletion
3691-16072	rare_frequency_deletion
7669-15437	rare_frequency_deletion
1673-13923	rare_frequency_deletion
151-16074	rare_frequency_deletion
3263-16053	rare_frequency_deletion
3741-16072	rare_frequency_deletion
7805-15651	rare_frequency_deletion
3260-16067	rare_frequency_deletion
3255-15046	rare_frequency_deletion
527-13942	rare_frequency_deletion
6059-13519	rare_frequency_deletion
5839-16072	rare_frequency_deletion
962-13789	rare_frequency_deletion
749-14476	rare_frequency_deletion
166-16047	rare_frequency_deletion
7891-14951	rare_frequency_deletion
7736-15837	rare_frequency_deletion
3255-15776	rare_frequency_deletion
501-14369	rare_frequency_deletion
4322-14593	rare_frequency_deletion
6843-13583	rare_frequency_deletion
306-16074	rare_frequency_deletion
167-16052	rare_frequency_deletion
190-16034	rare_frequency_deletion
150-15990	rare_frequency_deletion
3462-16073	rare_frequency_deletion
6129-15439	rare_frequency_deletion
3255-12299	rare_frequency_deletion
140-16105	rare_frequency_deletion
3977-15346	rare_frequency_deletion
3263-15969	rare_frequency_deletion
3255-14561	rare_frequency_deletion
8130-15609	rare_frequency_deletion
599-14451	rare_frequency_deletion
7840-15212	rare_frequency_deletion
4100-14136	rare_frequency_deletion
4376-15592	rare_frequency_deletion
6424-13758	rare_frequency_deletion
3336-14452	rare_frequency_deletion
3256-14987	rare_frequency_deletion
3262-16070	rare_frequency_deletion
2821-15503	rare_frequency_deletion
3962-16072	rare_frequency_deletion
3270-16035	rare_frequency_deletion
3393-16078	rare_frequency_deletion
6122-13909	rare_frequency_deletion
4647-16065	rare_frequency_deletion
7238-14163	rare_frequency_deletion
5330-16077	rare_frequency_deletion
459-16072	rare_frequency_deletion
3921-14447	rare_frequency_deletion
9597-15268	rare_frequency_deletion
6482-15740	rare_frequency_deletion
2770-15609	rare_frequency_deletion
3270-12300	rare_frequency_deletion
1913-15774	rare_frequency_deletion
1948-16072	rare_frequency_deletion
888-16098	rare_frequency_deletion
1172-15224	rare_frequency_deletion
498-13057	rare_frequency_deletion
3021-16078	rare_frequency_deletion
113-16105	rare_frequency_deletion
8275-16072	rare_frequency_deletion
3327-13924	rare_frequency_deletion
9607-14145	rare_frequency_deletion
9922-16068	rare_frequency_deletion
4376-14832	rare_frequency_deletion
3258-16076	rare_frequency_deletion
2284-16072	rare_frequency_deletion
2481-13321	rare_frequency_deletion
5327-16072	rare_frequency_deletion
3321-14807	rare_frequency_deletion
3263-16033	rare_frequency_deletion
194-16083	rare_frequency_deletion
190-15684	rare_frequency_deletion
1162-12555	rare_frequency_deletion
3571-14813	rare_frequency_deletion
441-14191	rare_frequency_deletion
5900-14529	rare_frequency_deletion
440-16072	rare_frequency_deletion
464-15410	rare_frequency_deletion
7126-13161	rare_frequency_deletion
168-16104	rare_frequency_deletion
3256-13924	rare_frequency_deletion
299-16105	rare_frequency_deletion
6423-15530	rare_frequency_deletion
6219-10948	rare_frequency_deletion
152-16053	rare_frequency_deletion
170-16071	rare_frequency_deletion
6559-15195	rare_frequency_deletion
6223-13436	rare_frequency_deletion
7126-14630	rare_frequency_deletion
3262-14929	rare_frequency_deletion
3272-16076	rare_frequency_deletion
3464-16076	rare_frequency_deletion
7905-11882	rare_frequency_deletion
10271-16072	rare_frequency_deletion
299-16068	rare_frequency_deletion
559-15557	rare_frequency_deletion
6318-15681	rare_frequency_deletion
144-8625	rare_frequency_deletion
150-16068	rare_frequency_deletion
114-16070	rare_frequency_deletion
5328-16071	rare_frequency_deletion
370-15926	rare_frequency_deletion
1384-15082	rare_frequency_deletion
7650-15538	rare_frequency_deletion
3519-14951	rare_frequency_deletion
5900-13653	rare_frequency_deletion
727-16072	rare_frequency_deletion
6174-12301	rare_frequency_deletion
463-16105	rare_frequency_deletion
7852-13019	rare_frequency_deletion
6624-14621	rare_frequency_deletion
3263-14401	rare_frequency_deletion
459-15540	rare_frequency_deletion
3741-16068	rare_frequency_deletion
498-15541	rare_frequency_deletion
4432-16072	rare_frequency_deletion
10981-14316	rare_frequency_deletion
4905-10948	rare_frequency_deletion
6132-12301	rare_frequency_deletion
166-16100	rare_frequency_deletion
7376-13978	rare_frequency_deletion
6335-15260	rare_frequency_deletion
9528-15538	rare_frequency_deletion
3270-16074	rare_frequency_deletion
7966-15517	rare_frequency_deletion
3533-13846	rare_frequency_deletion
3297-15469	rare_frequency_deletion
277-12116	rare_frequency_deletion
4421-15036	rare_frequency_deletion
7381-12301	rare_frequency_deletion
4507-8468	rare_frequency_deletion
309-15268	rare_frequency_deletion
5348-13978	rare_frequency_deletion
1630-15403	rare_frequency_deletion
5348-8984	rare_frequency_deletion
147-16071	rare_frequency_deletion
4397-13792	rare_frequency_deletion
9003-15990	rare_frequency_deletion
117-15732	rare_frequency_deletion
3903-15503	rare_frequency_deletion
10091-16072	rare_frequency_deletion
7199-13059	rare_frequency_deletion
1558-15262	rare_frequency_deletion
464-15846	rare_frequency_deletion
117-11274	rare_frequency_deletion
5368-13939	rare_frequency_deletion
4167-14359	rare_frequency_deletion
5336-14520	rare_frequency_deletion
308-15335	rare_frequency_deletion
4355-16072	rare_frequency_deletion
170-14990	rare_frequency_deletion
9505-15382	rare_frequency_deletion
9505-14529	rare_frequency_deletion
8926-14568	rare_frequency_deletion
6133-13458	rare_frequency_deletion
9731-14426	rare_frequency_deletion
8471-14990	rare_frequency_deletion
7786-14771	rare_frequency_deletion
5783-16072	rare_frequency_deletion
7863-15536	rare_frequency_deletion
9922-15538	rare_frequency_deletion
2683-13978	rare_frequency_deletion
10240-14218	rare_frequency_deletion
505-14338	rare_frequency_deletion
1105-14589	rare_frequency_deletion
12079-15538	rare_frequency_deletion
4382-13297	rare_frequency_deletion
3262-13886	rare_frequency_deletion
3789-15976	rare_frequency_deletion
458-13640	rare_frequency_deletion
7228-14529	rare_frequency_deletion
591-13792	rare_frequency_deletion
166-14529	rare_frequency_deletion
2821-14413	rare_frequency_deletion
8132-13436	rare_frequency_deletion
1677-13449	rare_frequency_deletion
4617-13640	rare_frequency_deletion
4885-14067	rare_frequency_deletion
6556-14338	rare_frequency_deletion
7177-15403	rare_frequency_deletion
5481-13653	rare_frequency_deletion
4259-14004	rare_frequency_deletion
4252-14413	rare_frequency_deletion
3327-16080	rare_frequency_deletion
8934-14150	rare_frequency_deletion
6325-15740	rare_frequency_deletion
4238-14359	rare_frequency_deletion
8684-11603	rare_frequency_deletion
3741-13265	rare_frequency_deletion
8608-14055	rare_frequency_deletion
7199-13999	rare_frequency_deletion
7499-11521	rare_frequency_deletion
11044-14377	rare_frequency_deletion
8351-14568	rare_frequency_deletion
2328-15335	rare_frequency_deletion
5336-16080	rare_frequency_deletion
5177-10304	rare_frequency_deletion
3256-13792	rare_frequency_deletion
4931-14563	rare_frequency_deletion
2473-15089	rare_frequency_deletion
522-15335	rare_frequency_deletion
15285-15538	rare_frequency_deletion
591-13449	rare_frequency_deletion
8467-14807	rare_frequency_deletion
3255-12301	rare_frequency_deletion
2224-12935	rare_frequency_deletion
8775-14426	rare_frequency_deletion
166-14187	rare_frequency_deletion
9081-11882	rare_frequency_deletion
5359-9031	rare_frequency_deletion
3597-13265	rare_frequency_deletion
9359-13855	rare_frequency_deletion
6212-15026	rare_frequency_deletion
2328-15740	rare_frequency_deletion
3819-10545	rare_frequency_deletion
5336-13860	rare_frequency_deletion
5336-12110	rare_frequency_deletion
5134-8472	rare_frequency_deletion
591-10969	rare_frequency_deletion
10751-11040	rare_frequency_deletion
8624-14647	rare_frequency_deletion
6602-15403	rare_frequency_deletion
5890-13449	rare_frequency_deletion
6041-13978	rare_frequency_deletion
8731-14282	rare_frequency_deletion
7693-14990	rare_frequency_deletion
4259-15276	rare_frequency_deletion
505-16077	rare_frequency_deletion
1832-12080	rare_frequency_deletion
828-13487	rare_frequency_deletion
505-9031	rare_frequency_deletion
1233-13846	rare_frequency_deletion
13639-14482	rare_frequency_deletion
8624-14529	rare_frequency_deletion
10240-15633	rare_frequency_deletion
5177-10901	rare_frequency_deletion
4382-15178	rare_frequency_deletion
10307-14004	rare_frequency_deletion
1996-14630	rare_frequency_deletion
3515-15413	rare_frequency_deletion
3570-14377	rare_frequency_deletion
1384-14630	rare_frequency_deletion
277-15509	rare_frequency_deletion
5444-13584	rare_frequency_deletion
440-14024	rare_frequency_deletion
1741-14081	rare_frequency_deletion
8684-13860	rare_frequency_deletion
8467-13449	rare_frequency_deletion
13383-14990	rare_frequency_deletion
3789-11882	rare_frequency_deletion
6513-12977	rare_frequency_deletion
3636-13792	rare_frequency_deletion
14016-14150	rare_frequency_deletion
6820-14332	rare_frequency_deletion
9922-14413	rare_frequency_deletion
6041-14055	rare_frequency_deletion
150-446	rare_frequency_deletion
13845-14067	rare_frequency_deletion
3725-13779	rare_frequency_deletion
4106-11882	rare_frequency_deletion
483-13228	rare_frequency_deletion
5362-14529	rare_frequency_deletion
1922-10980	rare_frequency_deletion
4014-13678	rare_frequency_deletion
9081-9365	rare_frequency_deletion
